Country,Pillar,Sub-pillar,Source,Link,Availability
San Marino,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
San Marino,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
San Marino,Business,Technology Adoption,Statista,https://www.statista.com,0
San Marino,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
San Marino,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
San Marino,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
San Marino,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
San Marino,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
San Marino,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
San Marino,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
San Marino,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
San Marino,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
San Marino,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
San Marino,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
San Marino,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
San Marino,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
San Marino,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
San Marino,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Serbia,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Serbia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Serbia,Business,Technology Adoption,Statista,https://www.statista.com,0
Serbia,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Serbia,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Serbia,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Serbia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Serbia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Serbia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Serbia,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Serbia,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Serbia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Serbia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Serbia,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Serbia,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Serbia,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Serbia,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Serbia,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Slovenia,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Slovenia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Slovenia,Business,Technology Adoption,Statista,https://www.statista.com,0
Slovenia,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,1
Slovenia,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,1
Slovenia,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,1
Slovenia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Slovenia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Slovenia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Slovenia,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Slovenia,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Slovenia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Slovenia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Slovenia,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Slovenia,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Slovenia,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Slovenia,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Slovenia,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Spain,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Spain,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Spain,Business,Technology Adoption,Statista,https://www.statista.com,1
Spain,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,1
Spain,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,1
Spain,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,1
Spain,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Spain,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Spain,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Spain,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Spain,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Spain,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Spain,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Spain,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Spain,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Spain,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
Spain,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Spain,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Austria,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Austria,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Austria,Business,Technology Adoption,Statista,https://www.statista.com,0
Austria,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,1
Austria,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,1
Austria,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,1
Austria,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Austria,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Austria,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Austria,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Austria,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Austria,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Austria,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Austria,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Austria,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Austria,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
Austria,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Austria,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Belgium,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Belgium,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Belgium,Business,Technology Adoption,Statista,https://www.statista.com,0
Belgium,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,1
Belgium,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,1
Belgium,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Belgium,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Belgium,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Belgium,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Belgium,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Belgium,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Belgium,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Belgium,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Belgium,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Belgium,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Belgium,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
Belgium,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
