Code,Country,Region,Sub-region,Income,Pillar,Sub-pillar,2020
united-states-of-america,United States of America,Americas,Northern America,High income,Regulation,Total,1.5
kazakhstan,Kazakhstan,Asia,Central Asia,Upper middle income,Regulation,Total,2.6
kyrgyzstan,Kyrgyzstan,Asia,Central Asia,Lower middle income,Regulation,Total,5.4
tajikistan,Tajikistan,Asia,Central Asia,Low income,Regulation,Total,3.1
turkmenistan,Turkmenistan,Asia,Central Asia,Upper middle income,Regulation,Total,1.5
uzbekistan,Uzbekistan,Asia,Central Asia,Lower middle income,Regulation,Total,2.5
china,China,Asia,Eastern Asia,Upper middle income,Regulation,Total,5.5
china,China,Asia,Eastern Asia,Upper middle income,Regulation,Total,3.9
china,China,Asia,Eastern Asia,Upper middle income,Regulation,Total,5.8
democratic-people's-republic-of-korea,Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Regulation,Total,2.5
japan,Japan,Asia,Eastern Asia,High income,Regulation,Total,5.6
mongolia,Mongolia,Asia,Eastern Asia,Lower middle income,Regulation,Total,1.5
republic-of-korea,Republic of Korea,Asia,Eastern Asia,High income,Regulation,Total,4.3
brunei-darussalam,Brunei Darussalam,Asia,South-eastern Asia,High income,Regulation,Total,3.4
cambodia,Cambodia,Asia,South-eastern Asia,Lower middle income,Regulation,Total,2.3
indonesia,Indonesia,Asia,South-eastern Asia,Upper middle income,Regulation,Total,4.8
lao-people's-democratic-republic,Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,Regulation,Total,5.1
malaysia,Malaysia,Asia,South-eastern Asia,Upper middle income,Regulation,Total,1.6
myanmar,Myanmar,Asia,South-eastern Asia,Lower middle income,Regulation,Total,3
philippines,Philippines,Asia,South-eastern Asia,Lower middle income,Regulation,Total,2.4
singapore,Singapore,Asia,South-eastern Asia,High income,Regulation,Total,3.2
thailand,Thailand,Asia,South-eastern Asia,Upper middle income,Regulation,Total,1.2
timor-leste,Timor-Leste,Asia,South-eastern Asia,Lower middle income,Regulation,Total,4.5
viet-nam,Viet Nam,Asia,South-eastern Asia,Lower middle income,Regulation,Total,2.1
afghanistan,Afghanistan,Asia,Southern Asia,Low income,Regulation,Total,4
bangladesh,Bangladesh,Asia,Southern Asia,Lower middle income,Regulation,Total,3.1
bhutan,Bhutan,Asia,Southern Asia,Lower middle income,Regulation,Total,4.9
india,India,Asia,Southern Asia,Lower middle income,Regulation,Total,4.3
iran-(islamic-republic-of),Iran (Islamic Republic of),Asia,Southern Asia,Upper middle income,Regulation,Total,5
maldives,Maldives,Asia,Southern Asia,Upper middle income,Regulation,Total,5.9
nepal,Nepal,Asia,Southern Asia,Lower middle income,Regulation,Total,3
pakistan,Pakistan,Asia,Southern Asia,Lower middle income,Regulation,Total,3.1
sri-lanka,Sri Lanka,Asia,Southern Asia,Lower middle income,Regulation,Total,2.7
armenia,Armenia,Asia,Western Asia,Upper middle income,Regulation,Total,5.6
azerbaijan,Azerbaijan,Asia,Western Asia,Upper middle income,Regulation,Total,2.9
bahrain,Bahrain,Asia,Western Asia,High income,Regulation,Total,4.5
cyprus,Cyprus,Asia,Western Asia,High income,Regulation,Total,4.7
georgia,Georgia,Asia,Western Asia,Upper middle income,Regulation,Total,1.2
iraq,Iraq,Asia,Western Asia,Upper middle income,Regulation,Total,2.4
israel,Israel,Asia,Western Asia,High income,Regulation,Total,1.5
jordan,Jordan,Asia,Western Asia,Upper middle income,Regulation,Total,5.3
kuwait,Kuwait,Asia,Western Asia,High income,Regulation,Total,1.3
lebanon,Lebanon,Asia,Western Asia,Upper middle income,Regulation,Total,1.7
oman,Oman,Asia,Western Asia,High income,Regulation,Total,2
qatar,Qatar,Asia,Western Asia,High income,Regulation,Total,1.3
saudi-arabia,Saudi Arabia,Asia,Western Asia,High income,Regulation,Total,5.7
state-of-palestine,State of Palestine,Asia,Western Asia,Lower middle income,Regulation,Total,1.4
syrian-arab-republic,Syrian Arab Republic,Asia,Western Asia,Low income,Regulation,Total,2
turkey,Turkey,Asia,Western Asia,Upper middle income,Regulation,Total,5.5
united-arab-emirates,United Arab Emirates,Asia,Western Asia,High income,Regulation,Total,1.5
yemen,Yemen,Asia,Western Asia,Low income,Regulation,Total,5.1
belarus,Belarus,Europe,Eastern Europe,Upper middle income,Regulation,Total,5.1
bulgaria,Bulgaria,Europe,Eastern Europe,Upper middle income,Regulation,Total,4.4
czechia,Czechia,Europe,Eastern Europe,High income,Regulation,Total,3.2
hungary,Hungary,Europe,Eastern Europe,High income,Regulation,Total,2.4
poland,Poland,Europe,Eastern Europe,High income,Regulation,Total,3
republic-of-moldova,Republic of Moldova,Europe,Eastern Europe,Lower middle income,Regulation,Total,2.7
romania,Romania,Europe,Eastern Europe,High income,Regulation,Total,4.9
russian-federation,Russian Federation,Europe,Eastern Europe,Upper middle income,Regulation,Total,2.1
slovakia,Slovakia,Europe,Eastern Europe,High income,Regulation,Total,4.6
ukraine,Ukraine,Europe,Eastern Europe,Lower middle income,Regulation,Total,4.2
åland-islands,Åland Islands,Europe,Northern Europe,,Regulation,Total,4.1
guernsey,Guernsey,Europe,Northern Europe,,Regulation,Total,3.5
jersey,Jersey,Europe,Northern Europe,,Regulation,Total,2.2
sark,Sark,Europe,Northern Europe,,Regulation,Total,4.3
denmark,Denmark,Europe,Northern Europe,High income,Regulation,Total,2.5
estonia,Estonia,Europe,Northern Europe,High income,Regulation,Total,4.6
faroe-islands,Faroe Islands,Europe,Northern Europe,High income,Regulation,Total,2.7
finland,Finland,Europe,Northern Europe,High income,Regulation,Total,2.8
iceland,Iceland,Europe,Northern Europe,High income,Regulation,Total,2.2
ireland,Ireland,Europe,Northern Europe,High income,Regulation,Total,5
isle-of-man,Isle of Man,Europe,Northern Europe,High income,Regulation,Total,2.3
latvia,Latvia,Europe,Northern Europe,High income,Regulation,Total,3.4
lithuania,Lithuania,Europe,Northern Europe,High income,Regulation,Total,4.9
norway,Norway,Europe,Northern Europe,High income,Regulation,Total,1.2
svalbard-and-jan-mayen-islands,Svalbard and Jan Mayen Islands,Europe,Northern Europe,,Regulation,Total,1.2
sweden,Sweden,Europe,Northern Europe,High income,Regulation,Total,5
united-kingdom-of-great-britain-and-northern-ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,Regulation,Total,5.9
albania,Albania,Europe,Southern Europe,Upper middle income,Regulation,Total,1.3
andorra,Andorra,Europe,Southern Europe,High income,Regulation,Total,2.8
bosnia-and-herzegovina,Bosnia and Herzegovina,Europe,Southern Europe,Upper middle income,Regulation,Total,2.9
croatia,Croatia,Europe,Southern Europe,High income,Regulation,Total,4.6
gibraltar,Gibraltar,Europe,Southern Europe,High income,Regulation,Total,2.4
greece,Greece,Europe,Southern Europe,High income,Regulation,Total,5.4
holy-see,Holy See,Europe,Southern Europe,,Regulation,Total,5.7
italy,Italy,Europe,Southern Europe,High income,Regulation,Total,1
malta,Malta,Europe,Southern Europe,High income,Regulation,Total,2.6
montenegro,Montenegro,Europe,Southern Europe,Upper middle income,Regulation,Total,5.2
north-macedonia,North Macedonia,Europe,Southern Europe,Upper middle income,Regulation,Total,4.8
portugal,Portugal,Europe,Southern Europe,High income,Regulation,Total,3.5
san-marino,San Marino,Europe,Southern Europe,High income,Regulation,Total,2.9
serbia,Serbia,Europe,Southern Europe,Upper middle income,Regulation,Total,5.3
slovenia,Slovenia,Europe,Southern Europe,High income,Regulation,Total,4.2
spain,Spain,Europe,Southern Europe,High income,Regulation,Total,2.8
austria,Austria,Europe,Western Europe,High income,Regulation,Total,4.3
belgium,Belgium,Europe,Western Europe,High income,Regulation,Total,2.9
france,France,Europe,Western Europe,High income,Regulation,Total,3.9
germany,Germany,Europe,Western Europe,High income,Regulation,Total,1.4
liechtenstein,Liechtenstein,Europe,Western Europe,High income,Regulation,Total,4.2
luxembourg,Luxembourg,Europe,Western Europe,High income,Regulation,Total,3.5
monaco,Monaco,Europe,Western Europe,High income,Regulation,Total,4.4
netherlands,Netherlands,Europe,Western Europe,High income,Regulation,Total,5.1
switzerland,Switzerland,Europe,Western Europe,High income,Regulation,Total,2.1
australia,Australia,Oceania,Australia and New Zealand,High income,Regulation,Total,1.9
christmas-island,Christmas Island,Oceania,Australia and New Zealand,,Regulation,Total,4.4
cocos-(keeling)-islands,Cocos (Keeling) Islands,Oceania,Australia and New Zealand,,Regulation,Total,5.9
heard-island-and-mcdonald-islands,Heard Island and McDonald Islands,Oceania,Australia and New Zealand,,Regulation,Total,2.2
new-zealand,New Zealand,Oceania,Australia and New Zealand,High income,Regulation,Total,4.2
norfolk-island,Norfolk Island,Oceania,Australia and New Zealand,,Regulation,Total,4.6
fiji,Fiji,Oceania,Melanesia,Upper middle income,Regulation,Total,1.3
new-caledonia,New Caledonia,Oceania,Melanesia,High income,Regulation,Total,3.4
papua-new-guinea,Papua New Guinea,Oceania,Melanesia,Lower middle income,Regulation,Total,5.2
solomon-islands,Solomon Islands,Oceania,Melanesia,Lower middle income,Regulation,Total,3
vanuatu,Vanuatu,Oceania,Melanesia,Lower middle income,Regulation,Total,3.6
guam,Guam,Oceania,Micronesia,High income,Regulation,Total,3.2
kiribati,Kiribati,Oceania,Micronesia,Lower middle income,Regulation,Total,3.2
marshall-islands,Marshall Islands,Oceania,Micronesia,Upper middle income,Regulation,Total,2.1
micronesia-(federated-states-of),Micronesia (Federated States of),Oceania,Micronesia,Lower middle income,Regulation,Total,2.3
nauru,Nauru,Oceania,Micronesia,High income,Regulation,Total,3
northern-mariana-islands,Northern Mariana Islands,Oceania,Micronesia,High income,Regulation,Total,4.7
palau,Palau,Oceania,Micronesia,High income,Regulation,Total,6
united-states-minor-outlying-islands,United States Minor Outlying Islands,Oceania,Micronesia,,Regulation,Total,1.4
american-samoa,American Samoa,Oceania,Polynesia,Upper middle income,Regulation,Total,5.8
cook-islands,Cook Islands,Oceania,Polynesia,,Regulation,Total,3.2
french-polynesia,French Polynesia,Oceania,Polynesia,High income,Regulation,Total,5.7
niue,Niue,Oceania,Polynesia,,Regulation,Total,5.9
pitcairn,Pitcairn,Oceania,Polynesia,,Regulation,Total,4
samoa,Samoa,Oceania,Polynesia,Upper middle income,Regulation,Total,2.6
tokelau,Tokelau,Oceania,Polynesia,,Regulation,Total,1.7
tonga,Tonga,Oceania,Polynesia,Upper middle income,Regulation,Total,3.2
tuvalu,Tuvalu,Oceania,Polynesia,Upper middle income,Regulation,Total,1.5
wallis-and-futuna-islands,Wallis and Futuna Islands,Oceania,Polynesia,,Regulation,Total,5.5
algeria,Algeria,Africa,Northern Africa,Lower middle income,Regulation,Data standards and protection,1
egypt,Egypt,Africa,Northern Africa,Lower middle income,Regulation,Data standards and protection,1.2
libya,Libya,Africa,Northern Africa,Upper middle income,Regulation,Data standards and protection,1.3
morocco,Morocco,Africa,Northern Africa,Lower middle income,Regulation,Data standards and protection,3.7
sudan,Sudan,Africa,Northern Africa,Low income,Regulation,Data standards and protection,1.2
tunisia,Tunisia,Africa,Northern Africa,Lower middle income,Regulation,Data standards and protection,5.9
western-sahara,Western Sahara,Africa,Northern Africa,,Regulation,Data standards and protection,2.6
british-indian-ocean-territory,British Indian Ocean Territory,Africa,Sub-Saharan Africa,,Regulation,Data standards and protection,1.8
burundi,Burundi,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,1.7
comoros,Comoros,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,5.9
djibouti,Djibouti,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,1.5
eritrea,Eritrea,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,2.7
ethiopia,Ethiopia,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,1.1
french-southern-territories,French Southern Territories,Africa,Sub-Saharan Africa,,Regulation,Data standards and protection,1.9
kenya,Kenya,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,4.2
madagascar,Madagascar,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,3.7
malawi,Malawi,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,5.6
mauritius,Mauritius,Africa,Sub-Saharan Africa,High income,Regulation,Data standards and protection,1.6
mayotte,Mayotte,Africa,Sub-Saharan Africa,,Regulation,Data standards and protection,5.3
mozambique,Mozambique,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,5.2
réunion,Réunion,Africa,Sub-Saharan Africa,,Regulation,Data standards and protection,1.8
rwanda,Rwanda,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,5.7
seychelles,Seychelles,Africa,Sub-Saharan Africa,High income,Regulation,Data standards and protection,4.1
somalia,Somalia,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,2.8
south-sudan,South Sudan,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,2.5
uganda,Uganda,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,1.3
united-republic-of-tanzania,United Republic of Tanzania,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,2.4
zambia,Zambia,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,3.4
zimbabwe,Zimbabwe,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,5.8
angola,Angola,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,2.2
cameroon,Cameroon,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,1.9
central-african-republic,Central African Republic,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,2.2
chad,Chad,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,2.2
congo,Congo,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,6
democratic-republic-of-the-congo,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,1.4
equatorial-guinea,Equatorial Guinea,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Data standards and protection,3.5
gabon,Gabon,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Data standards and protection,4.2
sao-tome-and-principe,Sao Tome and Principe,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,1.5
botswana,Botswana,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Data standards and protection,2
eswatini,Eswatini,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,3.5
lesotho,Lesotho,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,1.6
namibia,Namibia,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Data standards and protection,5.1
south-africa,South Africa,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Data standards and protection,3.4
benin,Benin,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Data standards and protection,4.2
burkina-faso,Burkina Faso,Africa,Sub-Saharan Africa,Low income,Regulation,Data standards and protection,6
