SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",COD,Democratic Republic of the Congo,2018,2018,1.6,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",MAC,"China, Macao Special Administrative Region",2018,2018,40.99248,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",PRK,Democratic People's Republic of Korea,2017,2017,22.7,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",DZA,Algeria,2018,2018,5.80744,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",MNG,Mongolia,2018,2018,10.57,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",MNG,Mongolia,2019,2019,9.7,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,3.60073,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",MAC,"China, Macao Special Administrative Region",2018,2018,6.13534,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",GMB,Gambia,2018,2018,6.6,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",NLD,Netherlands,2014,2014,78.1901,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",NLD,Netherlands,2015,2015,73.39161,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",NLD,Netherlands,2016,2016,76.9156,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,52.71008,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2019,2019,53.7,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",ARE,United Arab Emirates,2018,2018,61.8,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",LSO,Lesotho,2018,2018,12.2,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",FIN,Finland,2014,2014,70.6167,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",FIN,Finland,2015,2015,60.85038,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",FIN,Finland,2016,2016,64.84191,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",KGZ,Kyrgyzstan,2018,2018,8.4,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",MAC,"China, Macao Special Administrative Region",2018,2018,34.92215,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",MAC,"China, Macao Special Administrative Region",2019,2019,38.4,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",SLE,Sierra Leone,2017,2017,0.9,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",NER,Niger,2018,2018,1.17784,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",KIR,Kiribati,2019,2019,27,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",ECU,Ecuador,2019,2019,15.3,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",CRI,Costa Rica,2018,2018,3.65683,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",JPN,Japan,2017,2017,7.79993,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",JPN,Japan,2018,2018,7.78422,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",ISL,Iceland,2017,2017,66.7148,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",JPN,Japan,2017,2017,0.6035,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",JPN,Japan,2018,2018,0.48353,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",THA,Thailand,2018,2018,15.73849,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,29.98006,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2019,2019,39.4,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",MNG,Mongolia,2018,2018,4.21,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",MNG,Mongolia,2019,2019,2.8,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",KIR,Kiribati,2019,2019,14.4,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",THA,Thailand,2018,2018,13.61537,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",LSO,Lesotho,2018,2018,1.7,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",OMN,Oman,2019,2019,22.08929,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",DZA,Algeria,2018,2018,12.52083,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",BLR,Belarus,2018,2018,16.67262,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,33.18792,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,33.01083,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2019,2019,36.5,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",PRK,Democratic People's Republic of Korea,2017,2017,2.3,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PHL,Philippines,2019,2019,2,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",LSO,Lesotho,2018,2018,7.1,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",NLD,Netherlands,2015,2015,63.6056,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",NLD,Netherlands,2016,2016,67.8667,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",JPN,Japan,2017,2017,0.26785,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",JPN,Japan,2018,2018,0.21605,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",MAC,"China, Macao Special Administrative Region",2018,2018,34.52632,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",PSE,Palestine,2018,2018,7.40881,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",PSE,Palestine,2019,2019,4.7,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",KIR,Kiribati,2019,2019,10.4,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",COD,Democratic Republic of the Congo,2018,2018,1.3,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",OMN,Oman,2019,2019,89.60344,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",KGZ,Kyrgyzstan,2018,2018,9.7,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",MAC,"China, Macao Special Administrative Region",2018,2018,42.96296,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",ARE,United Arab Emirates,2018,2018,28.3,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",CUB,Cuba,2019,2019,30.3,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",MAC,"China, Macao Special Administrative Region",2018,2018,39.22559,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",ISL,Iceland,2017,2017,73.32236,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",JPN,Japan,2017,2017,6.82706,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",JPN,Japan,2018,2018,7.26949,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",ALB,Albania,2019,2019,6.8,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",BIH,Bosnia and Herzegovina,2019,2019,30.09595,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",BGD,Bangladesh,2019,2019,0.9,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",MEX,Mexico,2018,2018,6.73442,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",ZMB,Zambia,2018,2018,38.1,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",NER,Niger,2018,2018,0.20698,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",MAC,"China, Macao Special Administrative Region",2018,2018,44.81481,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",NER,Niger,2018,2018,0.64194,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",KWT,Kuwait,2018,2018,53.16972,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",BLR,Belarus,2018,2018,39.93843,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",BGD,Bangladesh,2019,2019,0.8,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",JPN,Japan,2017,2017,5.68396,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",JPN,Japan,2018,2018,5.53349,,
