Country Name,Pillar,Indicator,higher_is_better,data_status,data_col,Year,data_availability,new_rank_score,Source Name,Source URL,raw_data_col,rank
South Sudan,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,0,,,0.0,,,N NHRI,
South Sudan,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
South Sudan,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,0,,,0.0,,,No,
South Sudan,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
South Sudan,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,0,,,0.0,,,No,
Sri Lanka,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Sri Lanka,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Sri Lanka,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Sri Lanka,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,1,,,5.0,,,Yes,
Sri Lanka,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,5.0,,,A,
Sri Lanka,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Sri Lanka,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Sri Lanka,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,1,,,5.0,,,Yes,
Sudan (the),"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Sudan (the),"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Sudan (the),"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Sudan (the),"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,0,,,0.0,,,No,
Sudan (the),Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Sudan (the),Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Sudan (the),Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,0,,,0.0,,,No,
Sudan (the),Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Sudan (the),Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Sudan (the),Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Sudan (the),Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Sudan (the),Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,1,,,5.0,,,Yes,
Sudan (the),Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,0,,,0.0,,,N NHRI,
Sudan (the),Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Sudan (the),Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Sudan (the),Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Sudan (the),Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,0,,,0.0,,,No,
Suriname,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Suriname,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Suriname,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Suriname,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,0,,,0.0,,,No,
Suriname,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Suriname,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Suriname,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Suriname,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,0,,,0.0,,,No,
Suriname,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Suriname,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,0,,,0.0,,,No,
Suriname,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Suriname,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,0,,,0.0,,,No,
Suriname,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,0,,,0.0,,,N NHRI,
Suriname,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Suriname,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Suriname,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Suriname,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,0,,,0.0,,,No,
Syrian Arab Republic (the),"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Syrian Arab Republic (the),"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,0,,,0.0,,,No,
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,0,,,0.0,,,No,
Syrian Arab Republic (the),Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,0,,,0.0,,,N NHRI,
